url1,url,name,adresse,rating,rater,latlong,description,city
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/hotel-lena.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from=searchresults,Hôtel,"98 Boulevard De Magenta, 10e arr., 75010 Paris, France",8.0,646,"['48.87773303,2.35495001']","Situé à Paris, l’Hôtel Léna se trouve à 200 mètres de la gare du Nord et à 5 minutes à pied de la gare de l'Est. Vous pourrez profiter de chambres dotées d'une connexion Wi-Fi gratuite et d'une télévision par satellite.  Desservies par un ascenseur, toutes les chambres de l’Hôtel Léna sont insonorisées et équipées d’un bureau et d’une salle de bains privative.  Le personnel polyglotte de la réception se tient à votre service 24h/24. L’établissement fournit gratuitement un service de bagagerie et une sélection de journaux.  L’Hotel Léna se trouve à 20 minutes de marche de Montmartre et du Sacré-Cœur et à proximité de 4 stations de métro. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/hotelpavillonmonceau.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from=searchresults,Hôtel,"43 rue Jouffroy d'Abbans, 17e arr., 75017 Paris, France",8.2,978,"['48.88535197,2.30796754']","Le Pavillon Monceau propose des hébergements à Paris, à 1,7 km des Champs-Élysées et de l'Arc de Triomphe. Il vous accueille avec courtoisie dans un cadre de charme au cœur de la capitale. Vous bénéficierez d'une connexion Wi-Fi gratuite dans tout l'établissement.  Cet hôtel lumineux de style classique possède des chambres et des suites décorées avec goût. Certaines chambres sont climatisées et disposent de la télévision par satellite ainsi que d'une salle de bains privative avec des articles de toilette gratuits et une baignoire ou une douche.  Un petit-déjeuner buffet froid est servi tous les matins dans la salle du petit-déjeuner. Vous pourrez prendre un verre au bar.  La réception du Pavillon Monceau est ouverte 24h/24. L'hôtel se trouve dans le centre-ville, à proximité de nombreux monument prestigieux. Vous pourrez accéder facilement aux autres quartiers de Paris depuis la station de métro Wagram et la gare ferroviaire de Pont-Cardinet, toutes deux à 5 minutes à pied. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/courtyard-by-marriott-paris-gare-de-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,Hôtel,"209-211 Rue de Bercy, 12e arr., 75012 Paris, France",8.6,1486,"['48.84508300,2.37137200']","L'établissement Courtyard Paris Gare de Lyon vous accueille dans le 12ème arrondissement de Paris, à 700 mètres de l'Opéra Bastille. Il propose un restaurant, un bar et une salle de sport sur place. Vous séjournerez à 1,8 km de la cathédrale Notre-Dame.  Les chambres comprennent une télévision par câble à écran plat, ainsi qu'une salle de bains privative. La connexion Wi-Fi est gratuite dans les parties communes, tandis que les clients membres du groupe Marriott bénéficieront d'une connexion Wi-Fi gratuite en chambre. Tous les logements disposent de la climatisation et d'une armoire.  Le Courtyard Paris Gare de Lyon met à votre disposition un centre d'affaires et des distributeurs automatiques de boissons sur place. Le personnel de la réception, qui parle anglais et français, se fera un plaisir de vous fournir des informations sur les environs.  Le centre Pompidou est à 2,2 km de l'hôtel, tandis que la place de la République est à 2,6 km. L'aéroport de Paris-Orly est à 13 km. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/richelieu-chicsuite.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from=searchresults,Appartement,"45 Rue Sainte-Anne, 1er arr., 75001 Paris, France",8.5,11,"['48.86673080,2.33559840']","Dans le 1er arr. Quartier de Paris, proche de l'Opéra GarnierLe Richelieu ChicSuites dispose d'une connexion Wi-Fi gratuite et d'un lave-linge. Offrant une vue sur la ville, il se trouve à 1,2 km du musée du Louvre et à 1,8 km du musée de l'Orangerie.  L'appartement comprend 2 chambres séparées ainsi qu'une cuisine avec un lave-vaisselle, un four micro-ondes et un coin repas. Les serviettes et le linge de lit sont fournis.  Vous séjournerez à 2,2 km du musée d'Orsay et du jardin des Tuileries. L'aéroport de Paris-Orly, le plus proche, est implanté à 18 km. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/intercontinental-paris-le-grand.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,Hôtel,"2 Rue Scribe, 9e arr., 75009 Paris, France",8.6,1234,"['48.87062271,2.32988074']","L'établissement Intercontinental Paris Le Grand se situe à seulement 30 mètres de l'opéra Garnier et de la station de métro Opéra. Il dispose de 2 restaurants et d'un club de bien-être qui vous propose un sauna et des massages.  Les chambres du Le Grand sont équipées d'une télévision par satellite et par câble, ainsi que d'une connexion Internet. Certaines offrent également une vue sur l'opéra.  Chaque matin, un petit-déjeuner continental est servi au restaurant La Verrière, tandis que Le Café de la Paix propose une cuisine traditionnelle de saison.  L'hôtel Le Grand se trouve à moins de 5 minutes à pied du célèbre grand magasin Les Galeries Lafayette, et à seulement 1 km des Champs-Élysées. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/grand-de-l-europe-paris.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from=searchresults,Hôtel,"74, Boulevard De Strasbourg, 10e arr., 75010 Paris, France",6.9,1936,"['48.87570086,2.35820353']","Le Grand Hôtel de L'Europe vous propose des chambres avec une salle de bains privative, une télévision à écran plat et une connexion Wi-Fi gratuite. L’établissement se trouve en face de la gare de l’Est, à 5 minutes à pied du canal Saint Martin.  Sur place, vous pourrez profiter de distributeurs automatiques de collations et de boissons.  Au Grand Hôtel De L'Europe, le personnel de la réception ouverte 24h/24 pourra vous fournir des informations touristiques sur la capitale. Vous séjournerez à quelques minutes en métro du musée du Louvre, de l’Opéra Garnier et de la Place de la Bastille. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/secret-de-paris-design-boutique.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from=searchresults,Hôtel,"2 Rue De Parme, 9e arr., 75009 Paris, France",8.8,1604,"['48.88135440,2.32828349']","Le Secret de Paris - Hotel & Spa est situé à Paris, entre Montmartre et l'opéra Garnier. Il propose un hébergement luxueux de caractère et des installations telles qu'un sauna et un hammam moyennant des frais supplémentaires.  Toutes les chambres élégantes et insonorisées sont décorées individuellement, inspirées des différents monuments et quartiers de Paris. Elles sont équipées d'un éclairage d'ambiance, d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Tous les logements disposent d'une baignoire d'hydromassage ou d'une douche à effet pluie.  Vous profiterez d’un petit-déjeuner buffet servi dans la salle prévue à cet effet ou dans le confort de votre chambre. Vous pourrez également prendre un verre au bar de l’hôtel et découvrir les cocktails faits maison.  Vous séjournerez à 450 mètres de Montmartre et à 550 mètres de Saint-Lazare. La station de métro Place de Clichy, située à 240 mètres de l’hôtel, vous permettra de rejoindre les autres quartiers de Paris. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/meininger-paris-porte-de-vincennes.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,Hôtel,"37 Boulevard Carnot, 12e arr., 75012 Paris, France",8.0,6152,"['48.84410500,2.41306300']","Doté d'un bar et d'un salon commun, le MEININGER Hotel Paris Porte de Vincennes est situé à Paris, à 4,3 km de l'opéra Bastille et à 6 km du Centre Pompidou. Il propose une réception ouverte 24h/24, une cuisine commune et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'hôtel propose des chambres familiales.  Les chambres comprennent un coin salon, une télévision par câble à écran plat ainsi qu'une salle de bains privative pourvue d'un sèche-cheveux et d'une douche. Le linge de lit et les serviettes sont fournis.  Un petit-déjeuner continental est servi tous les matins sur place.  Le MEININGER Hotel Paris Porte de Vincennes possède une terrasse.  Vous séjournerez à 6 km de la Sainte-Chapelle et à 7 km du musée du Louvre. L'aéroport de Paris-Orly, le plus proche, est implanté à 16 km. ",paris
https://www.booking.com/searchresults.fr.html?ss=paris&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/bridgestreet-champs-elysees.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=0f3753a25f1e00fa&srepoch=1661082822&from=searchresults,Appartements,"8e arr., 75008 Paris, France",7.8,353,"['48.87065900,2.31010900']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Bridgestreet Champs-Elysées !  Connectez-vous ou inscrivez-vous  pour économiser.  Doté d'une cuisine entièrement équipée avec un micro-ondes et un lave-vaisselle, le Bridgestreet Champs-Elysées se trouve dans le quartier des Champs Elysées à Paris.  Chaque salon comprend une télévision par câble et un lecteur DVD. Les appartements possèdent tous une salle de bains privative pourvue d’une douche et d’un sèche-cheveux. Les serviettes de toilette ainsi que le linge de lit sont fournis.  L'enregistrement s'effectue individuellement 24h/24.  Les appartements et les studios se trouvent dans les 8ème, 16ème ou 17ème arrondissements de Paris. Certains logements sont desservis par un ascenseur. ",paris
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/central-anzac.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from=searchresults,Hôtel,"17 rue Alexandre Fatton, 80000 Amiens, France",7.5,564,"['49.89183258,2.30599433']","Bénéficiant d'un emplacement central, l'Hotel Central Anzac propose un hébergement moderne et un petit-déjeuner continental, à 2 minutes à pied de la gare et à 7 minutes de marche de la cathédrale d'Amiens.  Décorées de tons chauds leur octroyant une atmosphère chaleureuse, les chambres comprennent une télévision par satellite et une connexion Wi-Fi.  Chaque matin, le petit-déjeuner est servi dans le coin repas. Il est composé d'une sélection de pâtisseries fraîches faites maison et de confitures préparées à partir de produits de saison. Vous aurez la possibilité de choisir entre un petit-déjeuner continental et anglais complet. En outre, des journaux sont fournis à la réception.  Enfin, l'hôtel est à 10 minutes à pied du quartier de Saint Leu et à 15 minutes des célèbres canaux. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/les-augustins-amiens.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from=searchresults,Appartements,"8 Rue des Augustins, 80000 Amiens, France",7.9,844,"['49.89422900,2.30577800']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Augustins !  Connectez-vous  pour économiser.  Situé à Amiens, à proximité du musée Berny, du parc des jardins flottants et du tribunal de grande instance d'Amiens, l'établissement Les Augustins propose une connexion Wi-Fi gratuite.  Tous les logements disposent d'une télévision par câble à écran plat, de matériel de repassage, d'une armoire et d'un coin salon avec un canapé. Leur cuisine est équipée d'un micro-ondes et d'un réfrigérateur. Leur salle de bains privative est pourvue d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits.  Vous séjournerez à 3 km du Zénith d'Amiens et à 5 km de l'université de Picardie Jules Verne. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 64 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/le-prieure-amiens.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from=searchresults,Hôtel,"17 Rue Porion, 80000 Amiens, France",8.3,1084,"['49.89444519,2.30094239']","L'Hotel Le Prieuré et La Résidence est situé dans le centre-ville d'Amiens, au pied de la cathédrale. Il propose une connexion Wi-Fi gratuite et des chambres décorées de manière personnalisée avec un mobilier d'époque.  Les chambres du Prieuré et La Résidence comprennent une salle de bains privative munie d'une baignoire ou d'une douche. Elles comportent également une télévision et un sèche-cheveux.  Un petit-déjeuner buffet est servi tous les matins dans la salle à manger du Prieuré ornée de lustres en cristal. Vous pourrez vous détendre sur la terrasse et dans la cour de l'établissement.  L'Hotel Le Prieuré et La Résidence se trouve à seulement 900 mètres de la gare SNCF d'Amiens. L'aéroport d'Amiens-Glisy est à 15 minutes en voiture. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/downtown-cocoon-centre-ville-wifi-netflix.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from=searchresults,Appartement,"8 Rue Lavalard, 80000 Amiens, France",9.6,10,"['49.89225955,2.29466287']","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le DOWNTOWN COCOON - CENTRE VILLE - WiFi - NETFLIX est un hébergement situé à Amiens, à seulement 1,5 km du Zénith et à 600 mètres du musée Berny. Occupant un bâtiment datant de 1950, il se trouve à 1,3 km du parc des jardins flottants et à 500 mètres du tribunal de grande instance d'Amiens.  Cet appartement comprend une chambre, une télévision par satellite à écran plat, une salle de bains pourvue d'un bidet ainsi qu'une cuisine équipée avec un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.  L'université de Picardie Jules Verne se trouve à 2,8 km. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 50 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/amienoise-parking-wifi-netflix-proche-centre.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,Appartements,"262 Rue Saint-Maurice, 80080 Amiens, France",9.2,5,"['49.90713120,2.28538950']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement L’Amiénoise - Parking Wifi Netflix proche Centre !  Connectez-vous  pour économiser.  L'Amiénoise - Parking Wifi Netflix proche Centre propose un hébergement avec connexion Wi-Fi gratuite à Amiens, à 1,5 km du Zénith, à 2 km du musée Berny et à 2,2 km du parc des jardins flottants. Occupant un bâtiment datant de 1960, cet appartement se trouve à 2 km du tribunal de grande instance d'Amiens et à 3,7 km de l'université de Picardie Jules Verne.  Cet appartement comprend 3 chambres, une télévision par satellite à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.  L'aéroport de Beauvais-Tillé, le plus proche, est à 51 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/solfar-amiens-hypercentre.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,Appartements,"3 Place Gambetta appartement 24, 80000 Amiens, France",8.8,13,"['49.89357965,2.29715419']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Sòlfar - Amiens (hypercentre) !  Connectez-vous ou inscrivez-vous  pour économiser.  Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Sòlfar - Amiens (hypercentre) est un hébergement situé à Amiens, à seulement 1,7 km du Zénith et à 400 mètres du musée Berny. Occupant un bâtiment datant de 1953, il se trouve à 3,1 km de l'université de Picardie Jules Verne.  Cet appartement comprend 2 chambres, une télévision par satellite à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.  Un service de location de vélos est assuré sur place.  Vous séjournerez à 1,1 km du parc des jardins flottants et à 300 mètres du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est à 50 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/les-perles-amienoisesblack-pearlhyper-centre.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from=searchresults,Appartement,"23 Rue Lamartine, 80000 Amiens, France",9.2,5,"['49.89256250,2.30528440']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement LES PERLES AMIENOISES✩BLACK PEARL☆HYPER CENTRE☆ !  Connectez-vous ou inscrivez-vous  pour économiser.  Situé à 200 mètres du musée de Berny, à 600 mètres du parc des jardins flottants et à 300 mètres du tribunal de grande instance d'Amiens, L'ÉTABLISSEMENT LES PERLES AMIENOISES✩BLACK PEARL☆HYPER CENTRE☆ propose des hébergements à Amiens. Situé à 2,3 km du Zénith d'Amiens, il propose une connexion Wi-Fi gratuite et une réception ouverte 24h/24.  Cet appartement comprend une chambre, une télévision à écran plat, un coin repas ainsi qu'une cuisine équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis.  L'université de Picardie Jules Verne se trouve à 3,5 km. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 50 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,Appart'hôtel,"25 rue du Blamont, 80000 Amiens, France",8.0,1224,"['49.88714842,2.31161090']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Odalys City Amiens Blamont !  Connectez-vous  pour économiser.  Situé à 2,8 km du Zénith d'Amiens et à 900 mètres du musée Berny à Amiens, l'Odalys City Amiens Blamont propose des hébergements avec une connexion Wi-Fi gratuite.  Tous les studios comprennent une kitchenette entièrement équipée avec micro-ondes, une bouilloire et un réfrigérateur. Vous profiterez d'une télévision à écran plat.  À pied, vous rejoindrez les jardins flottants d'Amiens en 13 minutes et le tribunal de grande instance d'Amiens en 11 minutes. L'aéroport de Paris-Beauvais-Tillé est situé à 50 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=amiens&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/le-duplex-amiens-pleine-vue-cathedrale.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=48e653a2a43e0002&srepoch=1661082822&from=searchresults,Appartement,"2 Rue du Marché des Lanselles, 80000 Amiens, France",9.3,20,"['49.89538310,2.29777200']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Majestic Cathédrale !  Connectez-vous  pour économiser.  Situé à Amiens, à 1,7 km du Zénith, l'établissement Le Majestic Cathédrale propose un salon commun, une connexion Wi-Fi gratuite, une cuisine commune et un service d'étage. Offrant une vue sur la ville, il se trouve à 500 mètres du musée de Berny et à moins de 1 km du parc des jardins flottants.  Cet appartement comprend 2 chambres, une cuisine avec lave-vaisselle, une télévision à écran plat, un coin salon et une salle de bains avec douche. Les serviettes et le linge de lit sont fournis.  Des services de location de vélos et de voitures sont assurés sur place. La région est prisée pour pratiquer la randonnée.  Vous séjournerez à 400 mètres du tribunal de grande instance d'Amiens et à 3,2 km de l'université de Picardie Jules Verne. L'aéroport de Beauvais-Tillé, le plus proche, est à 50 km. ",amiens
https://www.booking.com/searchresults.fr.html?ss=mont-saint-michel&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/mon-saint-michel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=147a53a273b904a4&srepoch=1661082822&from_sustainable_property_sr=1&from=searchresults,B&B / Chambre d'hôtes,"28 route de la Rive, 50170 Ardevon, France",8.8,406,"['48.61362700,-1.48579100']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Mon Saint Michel !  Connectez-vous ou inscrivez-vous  pour économiser.  Situé à Ardevon, à 42 km de Dinard, le Mon Saint Michel propose un service de prêt de vélos et une connexion Wi-Fi gratuite.  Les chambres comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'un sèche-cheveux, d'articles de toilette gratuits et d'une douche. La cuisine est équipée d'un lave-vaisselle, d'un micro-ondes, d'un réfrigérateur et d'une bouilloire.  Le Mon Saint Michel sert un petit-déjeuner continental ou à la carte.  Une terrasse est également à votre disposition.  Lors de votre séjour au Mon Saint Michel, vous pourrez profiter du jardin ou faire de la randonnée et du vélo dans les environs.  Vous séjournerez à 3,1 km du Mont-Saint-Michel et à 40 km de Saint-Malo. L'aéroport le plus proche, celui de Saint-Malo-Dinard-Pleurtuit, est situé à 44 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. ",mont-saint-michel
https://www.booking.com/searchresults.fr.html?ss=mont-saint-michel&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/l-39-hirondelle-pontorson.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=147a53a273b904a4&srepoch=1661082822&from=searchresults,Maison de vacances,"Ardevon, 47 Route de la Rive Ardevon, 50170 Pontorson, France",9.1,187,"['48.61579500,-1.48871200']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement L'Hirondelle !  Connectez-vous ou inscrivez-vous  pour économiser.  La maison de vacances L'Hirondelle, située à Pontorson, possède une terrasse et une cuisine entièrement équipée.  Composée de 3 chambres, elle dispose aussi d'une salle de bains avec douche et sèche-cheveux. Une télévision par satellite à écran plat est mise à votre disposition. Vous apprécierez la vue sur le Mont-Saint-Michel, situé à 5 km.  La commune de Cancale se trouve à 48 km. L'aéroport de Dinard-Bretagne, le plus proche, est situé à 57 km de l'hébergement L'Hirondelle. ",mont-saint-michel
https://www.booking.com/searchresults.fr.html?ss=le-havre&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/art.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=96f353a2f8cb01ea&srepoch=1661082821&from_beach_sr=1&beach_sr_walking_distance=911&from=searchresults,Hôtel,"147 Rue Louis Brindeau, Perret, 76600 Le Havre, France",7.8,485,"['49.49119366,0.10646090']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Best Western ARThotel !  Connectez-vous  pour économiser.  Cet établissement est à 11 minutes à pied de la plage. Le Best Western Art Hotel est situé au cœur du quartier du Perret au Havre, à seulement 10 minutes à pied de la plage. En voiture, vous pourrez rejoindre les principales destinations de Normandie comme Honfleur en 20 minutes, Étretat en 30 minutes et Deauville en 40 minutes.  Décorées dans un style contemporain par divers artistes, toutes les chambres disposent d'une connexion Wi-Fi gratuite, d'une télévision à écran plat, d’une station d'accueil pour iPod et d'une salle de bains privative.  Chaque matin, vous pourrez déguster un petit-déjeuner buffet en chambre ou dans la salle à manger. Vous apprécierez de vous détendre au bar de l'Art Hotel.  Seul le petit-déjeuner buffet est servi tous les jours dans la salle à manger. ",le-havre
https://www.booking.com/searchresults.fr.html?ss=le-havre&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/petitvatel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=96f353a2f8cb01ea&srepoch=1661082821&from_beach_sr=1&beach_sr_walking_distance=779&from=searchresults,Hôtel,"86 rue Louis Brindeau, Perret, 76600 Le Havre, France",7.2,502,"['49.49111700,0.10451764']","Cet établissement est à 10 minutes à pied de la plage. Le Petit Vatel se situe dans l'espace Perret, à 500 mètres de la mairie du Havre et à 1 km de la gare ainsi que de l'embarcadère des ferries. La connexion Wi-Fi est gratuite.  Toutes les chambres du Petit Vatel disposent d'une baignoire ou d'une douche privatives ainsi que d'une télévision par câble et satellite.  Le petit-déjeuner buffet se compose d'une sélection de viennoiseries françaises, de fruits, ainsi que de boissons chaudes et froides. Des plateaux repas peuvent être préparés sur demande.  Le Havre se trouve au cœur de la côte normande, à 2 heures de Paris en train ou en voiture. Reconstruit par Auguste Perret après les bombardements de septembre 1944, le centre-ville du Havre est désormais classé au patrimoine mondial de l'UNESCO. Cet établissement vous place à 24 km de Honfleur et à 44 km de Deauville. ",le-havre
